Dosage,DosageFreq,Formulation_ Liquid,Formulation_Capsule ,Formulation_Cream,Formulation_Eyedrop,Formulation_Inhaler,Formulation_Liquid,Formulation_Ointment,Formulation_Other,Formulation_Others,Formulation_Spray,Formulation_Tablet,Brand_Names_,Drug_Name_
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Airsupra,Salbutamol
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Pylera,Metronidazole
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Febrol,Paracetamol
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flonase,Fluticasone
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Scot-Tussin Allergy,Diphenhydramine
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Rest Simply,Diphenhydramine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Ibuprohm,Ibuprofen
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,1,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Likmez,Metronidazole
0,1,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0,3,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
0,1,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Trelegy,Fluticasone
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Nasoflow,Fluticasone
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Addaprin,Ibuprofen
0,2,0,0,0,0,0,0,0,0,0,1,0,Desenex,Miconazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Nasoflow,Fluticasone
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,2,0,0,0,0,0,0,0,0,0,1,0,Monistat,Miconazole
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Veramyst,Fluticasone
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,AirDuo,Fluticasone
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Monistat,Miconazole
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Aller-Flo,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Advair,Fluticasone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Vanamine,Diphenhydramine
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Vandazole,Metronidazole
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Flonase,Fluticasone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,3,0,0,0,0,0,0,0,0,0,1,0,Lagicam,Miconazole
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Counteract IB,Ibuprofen
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Simply Sleep,Diphenhydramine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Genpril,Ibuprofen
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Aller-Flo,Fluticasone
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Uceris,Budesonide
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,2,0,0,0,0,0,0,0,0,0,1,0,Hongo Killer Ultra,Miconazole
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,3,0,0,0,0,0,0,0,1,0,0,0,Tri-Otic for Canines,Clotrimazole
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Proprinal,Ibuprofen
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
0,1,0,0,0,0,0,0,0,0,0,1,0,Desenex,Miconazole
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Neoprofen,Ibuprofen
0,1,0,0,0,0,0,0,0,0,0,1,0,Micaderm,Miconazole
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,AirDuo,Fluticasone
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Likmez,Metronidazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Airsupra,Budesonide
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl Childrens,Diphenhydramine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,2,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,2,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Alavert,Loratadine
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
0,3,0,0,0,0,0,0,0,0,0,1,0,Vusion,Miconazole
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl-D,Diphenhydramine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Clavamox,Amoxicillin
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Airsupra,Salbutamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Trelegy,Fluticasone
0,2,0,0,0,0,0,0,0,1,0,0,0,Dermatin,Clotrimazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
0,3,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Trelegy,Fluticasone
0,1,0,0,0,0,0,0,0,0,0,1,0,Cruex Prescription Strength,Miconazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flonase Sensimist,Fluticasone
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
0,3,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
0,3,0,0,0,0,0,0,0,1,0,0,0,Tri-Otic for Canines,Clotrimazole
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Crocin,Paracetamol
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Tylenol,Paracetamol
0,1,0,0,0,0,0,0,0,0,0,1,0,Ony-Clear,Miconazole
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Wixela,Fluticasone
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,0,0,0,0,1,0,0,0,Mometamax,Clotrimazole
0,2,0,0,0,0,0,0,0,0,0,1,0,Critic-Aid Clear,Miconazole
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Banophen,Diphenhydramine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Ibuprohm,Ibuprofen
0,3,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
0,1,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
0,2,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,The Itch Eraser,Diphenhydramine
0,1,0,0,0,0,0,0,0,0,0,1,0,Ony-Clear,Miconazole
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,0,1,0,0,0,LoZatom,Clotrimazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
0,3,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Trelegy,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Simply Sleep,Diphenhydramine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
0,3,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
0,3,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,3,0,0,0,0,0,0,0,0,0,1,0,Lagicam,Miconazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,2,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,2,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Tact,Diphenhydramine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,2,0,0,0,1,0,0,0,0,0,0,0,Zylet,Tobramycin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
